normalised_date,timestamp,high,low,volume,weightedPrice,timestampINT
2019-08-02,1564747106.097902,10480.649090909094,10469.506307692302,6.494308900286722,10475.070739547555,1564747106.097902
2019-08-03,1564833125.8119657,10790.615113960128,10779.179230769232,4.9829894787606905,10784.832144716522,1564833125.8119657
2019-08-04,1564920106.0729313,10826.898218793818,10815.905806451618,5.298968604656388,10820.892324169692,1564920106.0729313
2019-08-05,1565006360.4308548,11684.4671230021,11666.403544127876,11.994757312939548,11675.761776815854,1565006360.4308548
2019-08-06,1565092788.1167479,11766.904676858921,11748.348978457278,11.411104352703275,11757.580574404436,1565092788.1167479
2019-08-07,1565179170.0,11720.48805555558,11703.001770833334,10.750316140618061,11711.54347617361,1565179170.0
2019-08-08,1565265577.9013205,11808.993252258495,11794.461369006262,7.049660951243928,11801.34874174219,1565265577.9013205
2019-08-09,1565352046.662021,11826.725247386747,11813.025644599305,5.112832647421604,11819.34219296096,1565352046.662021
2019-08-10,1565438519.659091,11584.982613636383,11573.482812499975,5.289238878721588,11578.771028918314,1565438519.659091
2019-08-11,1565524602.1598272,11382.878293736494,11373.74879769617,3.1399501021022287,11378.232876254124,1565524602.1598272
2019-08-12,1565611142.6160338,11399.964556962048,11391.037573839678,2.403452430829815,11395.233641041516,1565611142.6160338
2019-08-13,1565697565.1182199,11143.59949235049,11132.337100139077,6.260903258929073,11137.508863135607,1565697565.1182199
2019-08-14,1565783971.6492693,10446.295685455794,10432.053458594293,8.823201944815576,10438.67062931218,1565783971.6492693
2019-08-15,1565870351.2995136,10020.881431549687,10002.898714384997,10.481704838999303,10011.096071667123,1565870351.2995136
2019-08-16,1565956786.3048017,10239.61313848294,10222.984432846193,7.710786124780792,10230.70722326068,1565956786.3048017
2019-08-17,1566042989.4654312,10301.871617961486,10291.659743406994,2.7851235912259424,10296.33160926951,1566042989.4654312
2019-08-18,1566129782.0869565,10296.92192753624,10288.624065217413,2.462623091818842,10292.527044551465,1566129782.0869565
2019-08-19,1566215893.590463,10620.931711079918,10610.062026647982,5.640968687433376,10615.609217593972,1566215893.590463
2019-08-20,1566302232.5826883,10757.32061928219,10746.857663617158,4.14046442839549,10752.1643426221,1566302232.5826883
2019-08-21,1566388727.798742,10201.542417889592,10185.554129979006,6.857177995310976,10194.123627454293,1566388727.798742
2019-08-22,1566475097.9748604,10052.615111731828,10038.223603351944,4.6859683295251395,10046.30446167785,1566475097.9748604
2019-08-23,1566561603.084507,10268.156077464786,10257.947922535219,3.913585523535209,10263.667598541551,1566561603.084507
2019-08-24,1566647914.9312093,10160.041766835639,10149.278341781303,3.697723922425774,10155.542089256624,1566647914.9312093
2019-08-25,1566734358.7115667,10105.388279648621,10093.941661786232,2.8941400301390927,10100.656939299764,1566734358.7115667
2019-08-26,1566820721.1103303,10351.75952213635,10338.431531974713,5.036314364616997,10345.745626969783,1566820721.1103303
2019-08-27,1566907190.4526167,10177.769589816127,10167.606562942006,3.3814250507779455,10173.438323876951,1566907190.4526167
2019-08-28,1566993680.606488,10047.981953455592,10035.991826516214,6.560758758152325,10042.669013722923,1566993680.606488
2019-08-29,1567079874.2557652,9524.986086652687,9512.622955974844,5.392806691600273,9519.195568464858,1567079874.2557652
2019-08-30,1567166326.7983074,9540.077193229907,9528.327411847693,3.7498657969675597,9534.773569215095,1567166326.7983074
2019-08-31,1567252612.5337331,9596.98476761618,9588.255809595204,1.1785273066641677,9593.487448702252,1567252612.5337331
2019-09-01,1567339702.1709006,9629.774565050044,9621.282232486537,1.385194150277138,9626.724277129402,1567339702.1709006
2019-09-02,1567426041.787234,9955.64088652483,9943.89782269501,4.358013358262411,9950.814406600137,1567426041.787234
2019-09-03,1567512013.3426573,10528.000412587407,10515.468335664327,8.002474473615381,10522.250217800676,1567512013.3426573
2019-09-04,1567598516.4656382,10569.182994389887,10556.529431977548,7.0748412553295905,10563.647519247543,1567598516.4656382
2019-09-05,1567684664.7869318,10569.289389204561,10558.341434659078,3.235528859580965,10564.875481794745,1567684664.7869318
2019-09-06,1567771225.997191,10665.83710674159,10651.145800561777,7.515105297907306,10659.807003605321,1567771225.997191
2019-09-07,1567857989.9778597,10428.803298893008,10418.507343173445,2.3236228438081157,10425.199010551296,1567857989.9778597
2019-09-08,1567943740.9214501,10464.698126888223,10454.709063444096,2.364698667280968,10460.721158303631,1567943740.9214501
2019-09-09,1568030140.0854702,10306.215128205113,10294.475099715082,4.316070330227911,10301.052740780638,1568030140.0854702
2019-09-10,1568117102.277937,10225.510544412604,10214.348875358164,3.337336253982802,10220.789594924776,1568117102.277937
2019-09-11,1568203102.9886684,10068.314497167146,10056.994560906514,3.2679521908144524,10063.616404874583,1568203102.9886684
2019-09-12,1568289685.6537104,10223.614530035324,10214.020720848031,3.3350153260918676,10219.738823657233,1568289685.6537104
2019-09-13,1568376006.733381,10320.631200857746,10310.035503931382,2.6843584148963546,10316.605586066487,1568376006.733381
2019-09-14,1568462613.0986993,10345.277612853877,10336.167888293783,2.032252892494261,10341.913357534808,1568462613.0986993
2019-09-15,1568548788.4774292,10319.250137719964,10311.84884468248,1.7580128299770457,10316.665172788827,1568548788.4774292
2019-09-16,1568635271.6348195,10256.310580325553,10246.860268931343,3.889623137919323,10252.573076358092,1568635271.6348195
